2.030000000000000000e+02,8.700000000000000000e+01
2.040000000000000000e+02,8.700000000000000000e+01
2.050000000000000000e+02,8.700000000000000000e+01
2.060000000000000000e+02,8.700000000000000000e+01
2.070000000000000000e+02,8.700000000000000000e+01
2.080000000000000000e+02,8.700000000000000000e+01
2.090000000000000000e+02,8.700000000000000000e+01
2.100000000000000000e+02,8.700000000000000000e+01
2.110000000000000000e+02,8.700000000000000000e+01
6.190000000000000000e+02,8.700000000000000000e+01
6.200000000000000000e+02,8.700000000000000000e+01
6.210000000000000000e+02,8.700000000000000000e+01
6.220000000000000000e+02,8.700000000000000000e+01
6.230000000000000000e+02,8.700000000000000000e+01
6.240000000000000000e+02,8.700000000000000000e+01
6.250000000000000000e+02,8.700000000000000000e+01
6.260000000000000000e+02,8.700000000000000000e+01
9.410000000000000000e+02,8.700000000000000000e+01
9.420000000000000000e+02,8.700000000000000000e+01
9.430000000000000000e+02,8.700000000000000000e+01
9.440000000000000000e+02,8.700000000000000000e+01
9.450000000000000000e+02,8.700000000000000000e+01
9.460000000000000000e+02,8.700000000000000000e+01
9.470000000000000000e+02,8.700000000000000000e+01
1.266000000000000000e+03,8.700000000000000000e+01
1.267000000000000000e+03,8.700000000000000000e+01
1.268000000000000000e+03,8.700000000000000000e+01
1.269000000000000000e+03,8.700000000000000000e+01
1.270000000000000000e+03,8.700000000000000000e+01
1.271000000000000000e+03,8.700000000000000000e+01
1.272000000000000000e+03,8.700000000000000000e+01
1.273000000000000000e+03,8.700000000000000000e+01
1.274000000000000000e+03,8.700000000000000000e+01
1.990000000000000000e+02,8.600000000000000000e+01
2.000000000000000000e+02,8.600000000000000000e+01
2.010000000000000000e+02,8.600000000000000000e+01
2.020000000000000000e+02,8.600000000000000000e+01
2.030000000000000000e+02,8.600000000000000000e+01
2.040000000000000000e+02,8.600000000000000000e+01
2.050000000000000000e+02,8.600000000000000000e+01
2.060000000000000000e+02,8.600000000000000000e+01
2.070000000000000000e+02,8.600000000000000000e+01
2.080000000000000000e+02,8.600000000000000000e+01
2.090000000000000000e+02,8.600000000000000000e+01
2.100000000000000000e+02,8.600000000000000000e+01
2.110000000000000000e+02,8.600000000000000000e+01
6.190000000000000000e+02,8.600000000000000000e+01
6.200000000000000000e+02,8.600000000000000000e+01
6.210000000000000000e+02,8.600000000000000000e+01
6.220000000000000000e+02,8.600000000000000000e+01
6.230000000000000000e+02,8.600000000000000000e+01
6.240000000000000000e+02,8.600000000000000000e+01
6.250000000000000000e+02,8.600000000000000000e+01
6.260000000000000000e+02,8.600000000000000000e+01
9.410000000000000000e+02,8.600000000000000000e+01
9.420000000000000000e+02,8.600000000000000000e+01
9.430000000000000000e+02,8.600000000000000000e+01
9.440000000000000000e+02,8.600000000000000000e+01
9.450000000000000000e+02,8.600000000000000000e+01
9.460000000000000000e+02,8.600000000000000000e+01
9.470000000000000000e+02,8.600000000000000000e+01
1.266000000000000000e+03,8.600000000000000000e+01
1.267000000000000000e+03,8.600000000000000000e+01
1.268000000000000000e+03,8.600000000000000000e+01
1.269000000000000000e+03,8.600000000000000000e+01
1.270000000000000000e+03,8.600000000000000000e+01
1.271000000000000000e+03,8.600000000000000000e+01
1.272000000000000000e+03,8.600000000000000000e+01
1.273000000000000000e+03,8.600000000000000000e+01
1.274000000000000000e+03,8.600000000000000000e+01
1.275000000000000000e+03,8.600000000000000000e+01
1.276000000000000000e+03,8.600000000000000000e+01
1.277000000000000000e+03,8.600000000000000000e+01
1.278000000000000000e+03,8.600000000000000000e+01
1.970000000000000000e+02,8.500000000000000000e+01
1.980000000000000000e+02,8.500000000000000000e+01
1.990000000000000000e+02,8.500000000000000000e+01
